Issue Number,Issue Title,Time to Close,Number of Assignees,Number of Comments,Number of Labels,Type of Issue
48675,TFLite bug: RuntimeError: tensorflow/lite/kernels/conv.cc:329 input->dims->size != 4 (3 != 4)Node number 0 (CONV_2D) failed to prepare.,463,2,11,6,['Bug']
48672,Efficient upsampling 3D Volume with linear interpolation options,15,1,3,4,['enhancement']
48670,SavedModel file does not exist at,0,1,7,3,['Other']
48668,Missing support for Ethos-U for FVP target,15,1,0,1,['Other']
48665,Keras experimental preprocessing layers with random seed does not yield the same results after a few call,0,1,4,5,['Bug']
48664,Eigen update needed to fix tensorflow build failure on ppc64le,376,2,5,4,['Other']
48663,RuntimeError: module compiled against API version 0xe but this version of numpy is 0xd,22,1,7,6,['Bug']
48660,"Why enforcing ""Make sure all arrays contain the same number of samples.""",247,1,11,5,['Bug']
48657,How to Modify and Debug the TFLiteConverter,5,1,11,2,['Bug']
48652,bug while running bazel build,27,1,9,5,['Bug']
48650,Cannot allocate tf_uniform_replay_buffer to GPU - No registered 'ResourceScatterUpdate' OpKernel for 'GPU' devices compatible with node,120,1,10,4,['Bug']
48649,tf.data.experimental.save,19,1,8,4,['Bug']
48647,Softmax layer unexpected behaviour for axis=0,29,1,7,5,['enhancement']
48646,ReLU layer wrong result with negative threshold,23,1,8,4,['Bug']
48644,AveragePooling3D does not support float64 and produces confusing error message,27,1,7,5,['Bug']
48643,"Why the same model has different behaviours? One requires training = True, the other one not?",16,1,10,5,['Other']
48641,[TF.Keras]: plotting utilities,58,1,5,3,['enhancement']
48640,Tensorflow after 1.15 - No need to install tensorflow-gpu package,2,1,3,4,['Other']
48639,Is there any offical way of freezing graph to pb in Tensorflow2,34,1,9,4,['Other']
48638,delete the eager execution check for shared_embedding_columns_v2,22,1,6,5,['Other']
48637,TFlite to 8 bit quantized TFLite conversion,43,1,4,2,['Other']
48636,ERROR: Could not find a version that satisfies the requirement tensorflow for MAC m1 ,14,1,7,4,['Bug']
48632,TF to TFLite conversion clarification,202,1,6,4,['Other']
48631,model_main.py,15,1,5,4,['Bug']
48630,TPU ops are compiled by default despite of if_libtpu or if_with_tpu_support configurations,2,2,3,5,['Other']
48627,"Change ""Simple Audio Recognition"" to right link",13,1,1,2,['Bug']
48615,TF/XLA ignores tf.config set_visible_devices API and initializes all GPUs in the system,14,1,3,5,['Bug']
48613,Why XLA leads to much more cuMemcpyHtoDAsync calls?,0,1,4,2,['Other']
48611,"E tensorflow/core/grappler/clusters/utils.cc:87] Failed to get device properties, error code: 3",14,1,4,5,['Bug']
48609,Bug in ragged version of tf.losses.SparseCategoricalCrossentropy,2,1,3,4,['Bug']
48608,Keras plot_model: AttributeError: 'ResourceVariable' object has no attribute '_keras_history',1,1,6,4,['Bug']
48607,Old makefile target in person dection example README,18,1,3,5,['Bug']
48606,Enhance GreedyMemoryPlanner::PrintMemoryPlan() format,29,1,1,2,"['Bug', 'enhancement']"
48604,Support for OV7675 camera module,542,2,4,5,['enhancement']
48603,Unsupported data type 13 in tensor,183,2,16,5,['Other']
48602,Atrous/Dilated Convolutions cannot dynamically Compute Shape on TPU,16,1,9,4,['Bug']
48600,NameError: name 'wait' is not defined when executing tf.distribute.MirroredStrategy(),0,1,2,3,['Bug']
48599,"Resnet50 pretrained model for fine tuning, the model is not convergence",1,1,5,4,['Bug']
48598,Failed to build `xla_client:libxla_computation_client` undeclared inclusion,4,1,2,5,['Other']
48593,No rule to make target 'install' [cmake],3,2,3,2,['Other']
48592,TensorFlow Reddit Dataset to DataFrame Throws Error,0,1,3,3,['Bug']
48590,"error: 'tf.TensorScatterUpdate', 'tf.Size' op is neither a custom op nor a flex op",20,3,15,4,"['Bug', 'enhancement']"
48589,Conv2d didn't raise exception for invalid input argument.,26,1,9,3,['Bug']
48587,TFlite Converter - EfficientDet conversion fails on int quantization (IndexError: _Map_base::at),2,1,5,6,['Bug']
48586,Why do we need to divide the loss in case of multi-dimensional labels?,16,1,2,3,['Other']
48585,how use session in function for TF1.14?,25,1,6,4,['Bug']
48584,Models having locally connected layers with implementation = 2 or 3 cannot be saved in SavedModel format.,38,1,16,4,['Bug']
48579, ai-explanations-image.ipynb - Saved model error ,27,1,8,5,['Bug']
48575,tensortflow-lite installation and packaging,146,2,6,4,['Other']
48572,tf.nn.compute_average_loss documentation/code misaligned,0,1,2,0,['Other']
48571,No allocator statistics when starting a network,3,1,3,4,['Bug']
48570,Fails building example projects for ESP micro,132,2,7,3,['Other']
48568,Model datatype,4,1,8,3,['Other']
48567,Dilated and causal convolutions on microcontrollers,136,1,21,4,['Bug']
48564,while creating VGGSEGNET giving following error,0,1,5,4,['Bug']
48563,Could not load dynamic library amazon ec2,20,1,6,5,['Other']
48562,Building the latest 'tflite_runtime' from source for Windows,37,2,16,6,['Other']
48561,"What does ”Sets are not currently considered sequences, but this may change in the future, so consider avoiding using them“ mean?",600,0,16,5,['Other']
48560,RTX 3070 gpu usage is low in CNN model training using tensorflow.,12,1,5,5,['Bug']
48558,tensorflow.python.framework.errors_impl.InternalError: CUDA runtime implicit initialization on GPU:0 failed. Status: all CUDA-capable devices are busy or unavailable,2,1,8,4,['Bug']
48557,Why there is no DepthwiseConv1D function in TensorFlow?,88,2,51,3,['enhancement']
48556,"Create image_classifier in colab have an error. ""unknown image file format. one of jpeg png gif bmp required""",5,1,6,3,['Bug']
48554,RuntimeError: MetaGraphDef associated with tags {''serve'} could not be found in SavedModel.,9,2,13,5,['Bug']
48553,Best methods to debug and identify dynamic-sized tensors to work around: TensorFlow Lite Error: Attempting to use a delegate that only supports static-sized tensors with a graph that has dynamic-sized tensors?,21,2,16,5,['Bug']
48551,tf.strings.lower() does not lower-case non-ASCII characters,21,1,9,4,['Bug']
48550,Missing libtensorflow builds for 2.5.0-rc0 and 2.5.0-rc1,103,2,13,4,['Other']
48549,TF Squeezing dimension off of sequential model inputs,173,1,10,4,['Bug']
48548,TFlite INT8 conversion error- Quantization not supported for op: 'DIV',21,2,5,6,['Bug']
48547,"WARNING:tensorflow:Gradients do not exist for variables ['dense_2/kernel:0', 'dense_2/bias:0'] when minimizing the loss.",1,1,3,3,['Bug']
48541,ValueError: `updates` argument is not supported during eager execution. You passed: [<tf.Variable 'UnreadVariable' ,13,1,4,5,['Bug']
48540,How can I change dtype of TFLITE model Weights ?,19,2,4,5,['Other']
48538,build_all_linux.sh failed: threadpool.cc:94:29: error: no matching function for call to ‘Eigen::NonBlockingThreadPoolTempl,7,1,4,5,['Bug']
48537,micro: Port RESIZE_BILINEAR from lite to micro,14,1,2,1,['Other']
48535,"Wrong warning message about ""Variables were used a Lambda layer's call""",0,1,2,3,['Bug']
48534,Training a keras model on pretrained weights using load_weights(),14,1,3,4,['Other']
48533,'tensorboard.compat.tensorflow_stub.io.gfile' has no attribute 'FastGFile',182,1,12,5,['Bug']
48532,Select-tf-ops Is Not Working in Android Kitkat 4.4 (API 19),186,2,10,6,['Bug']
48531,Computing gradients with Tensorflow 2.4.1: 'KerasTensor' object has no attribute '_id',25,1,15,5,['Bug']
48528,AttributeError: 'ConvolutionalBoxPredictor' object has no attribute 'inputs',4,1,3,4,['Bug']
48526,Shard data across TFRecords,14,1,3,4,['Bug']
48524,ImportError: cannot import name 'RMSprop' from 'tensorflow.python.keras.optimizers',14,1,6,5,['Bug']
48521,[TFLite] Potential out-of-bound array access in LOG_SOFTMAX optimized kernel,1,4,8,3,['Bug']
48518,The repository 'file:/var/nccl-repo-2.2.13-ga-cuda9.2  Release' no longer has a Release file. Ubuntu-18.04,14,1,4,3,['Other']
48516,PR to port resize_bilinear to TFLM broke the Xtensa build,5,1,3,1,['Other']
48514,Mapping an OpDef into a TF op (Python API),86,1,3,4,['enhancement']
48513,TypeError: unsupported operand type(s) for -: 'NoneType' and 'NoneType',6,1,12,4,['Bug']
48512,CMAKE_DL_LIBS refers to which libraries？I can't find the libs in CMakelists.txt,15,1,3,3,['Other']
48511,"Output names for models defined via subclassing tf.kerasModel are ignored, fit with multiple losses raises error",0,1,4,4,['Bug']
48509,Documentation on hosted models,0,1,2,2,['Documentation']
48505,How to append -lineinfo to nvcc flags?,15,1,4,5,['Other']
48504,MobileNetV3 keras models have bug with GlobalAveragePooling2D,9,1,3,4,['Bug']
48502,error when using XLA with multiple GPUs,17,1,6,6,['Bug']
48501,LookupError: No gradient defined for operation 'CudnnRNN' (op type: CudnnRNN),44,1,6,4,['Bug']
48498,Why tensorflow 2.4.1 requires libcusolver.so.10 other than libcusolver.so.11?????? It is so weird since other dynamic files are 11 ended,48,1,10,5,['Other']
48496,Build Failed with  Missing Dependencies Error  with Clang-11 and get 404 Not Found Warning ,100,2,7,3,['Bug']
48494,Invalid (404) link in the the tf.data guide,0,1,1,1,['Bug']
48492,tensorflow.python.framework.errors_impl.NotFoundError: Unsuccessful TensorSliceReader constructor: Failed to find any matching files for C:/tensorflow1/models/research/object_detection/ssd_mobilenet_v2_320x320_coco17_tpu-8/checkpoint.ckpt-0,16,1,4,5,['Bug']
48490,Cholesky decomposition was not successful. The input might not be valid.,1,1,2,3,['Other']
48486,Deprecation Warning in LocallyConnected1D,2,1,2,1,['Other']
48485,Tensorflow Lite - Flatbuffers.h error [cmake],5,1,4,2,['Bug']
48483,GPU is not working even after fine installation,1,1,9,4,['Other']
48482,Model converts to TFlite but invocation fails,14,1,26,3,['Bug']
48481,Matmul with int32 datatype is not supported on GPU,23,1,5,5,['Bug']
48480,Lua Wrapper,16,1,13,3,['Other']
48478,"Functions attributes error ""'Functional' object has no attribute '_make_train_function'"" and eager mode and non-eager returns different logits",38,1,12,5,['Bug']
48477,Failed to designate device placement on GPU with tf.device and executed without warning,20,1,6,6,['Bug']
48476,Conv2D for GPU is not currently supported without cudnn,0,1,3,5,['Bug']
48473,Documentation for tf.tensor_scatter_nd_add mentions non existing method,4,1,1,2,"['Bug', 'Documentation']"
48471,app crash when load mlmodel with modelWithContentsOfURL:configuration:error,14,1,3,3,"['Bug', 'Critical']"
48470,Conv2DTranspose crashes with filters=0,8,1,7,3,"['Bug', 'Critical']"
48468,Build bazel error,18,1,7,5,['Bug']
48467,tf.math.acos should accept only float/double inputs,134,1,5,4,['Bug']
48466,keras.layers.Dense should not have float units,9,1,6,3,['Bug']
48465,The `.adapt()` method should be called `.fit()` for TextVectorization,2,1,1,3,['enhancement']
48464, Int incompatibility error on building TensorFlowLiteC framework,55,1,9,2,['Bug']
48463,Error: Invalid argument: Quantized tensors must have non-zero scales,7,1,6,3,['Bug']
48462,"Tensorflow error messages are verbose, frustrating and hard to understand",14,1,3,4,['Bug']
48461,pipenv shell not working,0,1,3,1,['Other']
48460,Keras models latency grows too fast after converting to TFLite,2,1,3,5,['Other']
48459,fatal error: tensorflow/core/framework/types.pb.h: No such file or directory,1,1,3,4,['Bug']
48458,Broken link at tf.keras.callbacks.TensorBoard in docs page,3,1,9,3,['Bug']
48456,"""OP_REQUIRES failed at conv_grad_input_ops.cc:1103 : Resource exhausted..."" after training for a while",15,1,4,5,['Bug']
48455,Failed to compile on Linux x86_64,222,2,11,3,['Other']
48453,Fail to build on Linux aarch64,24,2,9,4,['Other']
48451,Warning when using a TFAutoModelWithLMHead logit outputs in the graph mode,48,1,10,5,['Bug']
48450,Tensorflow is extremely slow during startup,0,1,1,2,['Other']
48449,Can not convert a tf model to tf.lite format,29,1,17,3,['Bug']
48448,Is there a way to set training = True after the model is trained?,10,1,3,4,['Other']
48439,MultiWorkerMirroredStrategy:tensorflow.python.framework.errors_impl.InternalError: x root error(s) found.,37,1,18,5,['Bug']
48438,Cannot build Tensorflow with Cuda,16,1,4,4,['Other']
48436,Converting training loop to compilable Keras model,9,1,3,3,['Other']
48435,new soc_id support for hexagon delegate,5,2,4,3,['Other']
48432,can not converting my model .h5 to .tflite and giving me this error,14,1,4,4,['Bug']
48431,Didn't find op for builtin opcode 'SUM' version '1'.,613,2,6,5,['Bug']
48430,tf.nn.embedding_lookup gradient shape is no longer fully defined in 2.5.0rc0,25,1,5,5,['Bug']
48429,tf.data.experimental.enable_debug_mode() doesn't enable breakpoint,10,1,19,3,['Bug']
48428,model.fit() raises exception,17,1,4,5,['Bug']
48427,what's the api for get_or_create_global_step() in tf2.0,0,1,1,3,['Other']
48426,some qunstions of nnapi delegate,33,1,9,5,['Other']
48425,A large mount of data to load and fit to train  causing Anaconda kernel died and restart,19,1,3,5,['Other']
48424,TypeError: apply_gradients() got an unexpected keyword argument 'global_step' in tf_agents.agents.ReinforceAgent,1,1,2,3,['Bug']
48418,Deadlock when setting interop thread thread to 1 with a tf Dataset and tf function,14,1,3,3,['Other']
48413,License for using the TF logo,3,2,1,1,['Other']
48412,tf.keras.applications.EfficientNetBXs already contain a rescaling layer to preprocess input. It's confusing!,8,1,5,5,['Other']
48411,Having trouble building tf wheel from r2.5 branch,5,1,3,4,['Other']
48409,ImportError: DLL load failed: No se puede encontrar el módulo especificado.,17,1,5,5,['Bug']
48408,Accuracies saved in history.history after model.fit() are different than the ones printed on-screen during training,13,1,4,5,['Bug']
48407,GPU delegate run tensorflow-lite C++ example label_image more slowly than CPU,31,2,21,5,['Other']
48406,Testcode runs on multiple gpus instead of one,17,1,4,4,['Other']
48405,Old version of CUDA support ?,3,1,3,3,['enhancement']
48403,Is SavedModel in tf 1.15 same as SavedModel in tf 2.x from the API prospective?,1,1,2,2,['Other']
48402,tflite qat model inference data_type,85,0,7,4,['Other']
48401,How to build libtensorflowlite.so with TensorFlow ops supported for armdf?,4,3,27,3,['Other']
48396,/micro_speech/recognize_commands_test.cc bug,151,0,3,1,['Bug']
48394,Add link and more info in tf/examples/README,1,1,3,2,['Bug']
48392,TensorBoard can't support read data from Kerberos cluster hdfs.,1,0,13,1,['Bug']
48391,"Toy model crashes on multiple GPUs with ""No unary variant device copy function""",18,1,7,5,['Critical']
48388,tensorRT does not support defining OP.,15,1,6,4,['Bug']
48380,Docker build: no such package '@local_cuda//': The repository '@local_cuda' could not be resolved and referenced by '@cub_archive//:cub',223,1,6,4,['Other']
48377,INFO log get printed in tf2.5-rc0,29,1,9,4,['Bug']
48376,tensorflow.experimental.numpy operations return tf.Tensor instead of ndarray<tf.Tensor>,26,1,5,5,['Bug']
48375,tf.switch_case not working with KerasTensor,7,1,5,5,['Other']
48374,MultiWorkerMirroredStrategy looks a lot slower than non-distributed,26,1,8,5,['Other']
48373,tf.switch_case not working,0,1,3,4,['Bug']
48372,Using same group key in CollectiveBcastSend/RecvV2 and CollectiveReduceV2 raises an error,516,1,5,5,['Bug']
48370,Broken/outdated Links in Docs ,1,1,4,1,['Bug']
48369,Gradients are all None in GradientTape,15,1,4,5,['Bug']
48368,AttributeError: 'NoneType' object has no attribute 'shape',29,1,17,4,['Bug']
48367,Tensorflow 1.13.1 GPU xla training hang at cuDevicePrimaryCtxRetain (NVIDIA MPS),2,1,4,3,['Other']
48366,tf.image.resize_with_pad slows the computation enormously,22,1,11,4,['Other']
48364,LSTM layer not possible with channels_first,27,1,15,5,['Bug']
48362,"While converting from HLO to linalg the conversion of mhlo.convolution(contains padding ) -> linalg.conv fails  with error ""non-zero padding unsupported yet"" ",14,1,3,3,"['Bug', 'enhancement']"
48361,Nested model not training for distributed gradient tapes,7,1,5,3,['Other']
48359,3D NMS,14,1,4,3,['enhancement']
48358,predict_on_batch score from tensorflow 1.15 to tensorflow 2.3,21,1,7,5,['Other']
48357,tensorflow-lite C++ example label_image failed for oemconfig.so and libhexagon_nn_skel.so,34,1,3,5,['Bug']
48356,WGAN-GP Keras tutorial is slow to start the first epoch,121,1,5,4,['Other']
48355,"Convert a model trained with TensorFlow1, and convert the model to TFLite with TensorFlow 2 ",6,1,3,4,['Other']
48354,Which cuda versions does tf-nightly 2.6 require?,0,1,2,1,['Other']
48352,Conv2d gives an error,21,1,8,5,['Bug']
48350,divide_no_nan gives nans for small complex values in non-singleton tensors,20,1,2,4,['Bug']
48349,"What is the diference between NNAPI, GPU and Hexagon delegates",3,2,16,2,['Other']
48343,TFLite Object Detection Inference Limit 10,0,0,1,1,['Other']
48334,some confuse about tf.shape(x) and x.shape,34,1,9,5,['Other']
48333,TFLite object detection model inference returns 0.0,0,0,2,1,['Other']
48332,"Output shapes of then and else branches do not match  (s64[1,64]) vs. (s64[64])",14,1,4,5,['Other']
48331,Support for VersionId in s3 file system,1,1,3,2,['enhancement']
48329,model_main_tf2.py -> UnicodeDecodeError: 'utf-8' codec can't decode byte 0xbf in position 142: invalid start byte,0,1,2,3,['Bug']
48328,saved model error,0,1,1,2,['Bug']
48327,"I am unable to install Tensorflow on my mac without Virtual Environment, how can I fix this",0,1,4,1,['Other']
48326,How can I train tensorflow model to take specific rows of historical training data in each training iteration that is related to current row?,15,1,3,3,['Other']
48325,tensorflow-2.4.1 crash by pthread_mutex_lock while enable Hexagon ,20,1,10,5,"['Critical', 'Bug']"
48324,MultiWorkerMirroredStrategy:Training is slow with 50 workers,9,1,6,2,['Other']
48322,fake_quant_with_min_max_vars can only get five significant figures instead of six,0,1,5,3,['Bug']
48321,Outdates or Broken Link in  tensorflow/examples documentation ,0,1,1,1,"['Bug', 'Documentation']"
48320,Track SignatureDef in TFlite models built using lite.TFLiteConverter.from_concrete_functions(),371,3,3,3,['enhancement']
48319,tensorflow illegal instruction error,14,1,3,2,['Bug']
48317,MultiWorkerMirroredStrategy how to use GPU and something about datashard,10,1,4,3,['Other']
48316,Error validating data cardinality when fitting the model,0,1,3,3,['Bug']
48314,substantial overhead in tf.GradientTape.jacobian?,16,1,3,3,['Other']
48312,Custom layer failed import message is not clear,417,2,3,4,['Other']
48311,"""A simple graph image"" in ""Introduction to graphs and tf.function"" at TF guides not loading in Safari Browser.",1,1,8,1,['Other']
48309,Documentation for loading `Estimator` and using it to `predict`,354,1,5,4,"['Documentation', 'enhancement']"
48308,Keras loss is stuck at the very same value during training after the first epoch,0,1,2,3,['Bug']
48307,"TfLite Interpreter fails to execute quantized model, succeeds on non-quantized",36,4,24,2,['Bug']
48306,TFLite: Manipulating the hardware accelerators is not allowed in the Task library currently. Only CPU is allowed,24,3,9,4,['Other']
48305,OperatorNotAllowedInGraphError,22,1,12,5,['Bug']
48301,tensorflow MLIR binaries build fails due to missing dependency declarations,0,1,2,2,['Other']
48300, TypeError: '>' not supported between instances of 'NoneType' and 'float',14,1,3,4,['Bug']
48299,boringssl error : invalid use of incomplete type 'BIO',6,1,3,2,['Bug']
48298,Sample or example?,3,1,1,4,['Bug']
48297,Add option to reset a tf.data.Iterator / tf.distribute.DistributedIterator,1,1,4,3,['enhancement']
48295,Do TensorFlow probability (TFP) layers have,15,1,4,5,['Other']
48293,Build from source on OSX 10.13.6 wrongly produces .whl package for 10.14,217,0,4,6,['Other']
48292,Custom Layer Using Packages Other Than Tensorflow,256,2,8,4,['enhancement']
48290,Problems with tf.function,13,1,8,5,['Other']
48289,Autograph produces code with invalid syntax when transforming expressions containing tensor slicing with a colon in tf 2.6.0,12,1,5,4,['Bug']
48288,UnboundLocalError 'strategy' referenced before assignment during SSD mobilenet FPN evaulation ,13,1,6,4,['Bug']
48287,Embedding Projector lacks scrolling on Nearest points in the original space.,18,1,3,4,['Other']
48285,Update/Refactor Community Page,489,2,6,3,['Bug']
48282,[RNN] input->type != output->type (UINT8 != FLOAT32)Node number 18 (TANH) failed to prepare,17,2,6,4,['Bug']
48280,"The new Apple M1 MLcompute Tensorflow2.4 not compatible with Numpy 1.20.1, after attempting installing ~>1.19.2, got error",16,1,4,3,['Bug']
48279,tf.while loop in MultiWorkerMirroredStrategy leads to training error: Complete shape not known for Adam/allreduce/CollectiveReduce,30,1,10,5,['Bug']
48278,Issue: tf.function not working when dealing with tf.stack,0,1,3,1,['Bug']
48277,TFLite Android 'Didn't find op for builtin opcode 'RESIZE_NEAREST_NEIGHBOR' version '3'',17,1,9,5,['Other']
48275,tensorflow.python.framework.errors_impl.InternalError: 2 root error(s) found,2,1,1,2,['Bug']
48271,Compatibility with numpy 1.20,0,1,1,2,['Other']
48269,tf.signal.rFFT in TFLITE is not working in JAVA,0,1,5,2,['Other']
48268,XLA compilation bug in TPU involving indirection through index tensors,116,1,7,4,['Bug']
48267,ImportError: No module named '_pywrap_tensorflow_internal',25,1,7,4,['Bug']
48266,Failed to get convolution algorithm,10,1,4,3,['Other']
48265,What does it mean Trackable objects? ,1,1,4,1,['Other']
48264,ERROR: An error occurred during the fetch of repository 'local_config_python':,1,1,3,3,['Bug']
48257,The mbed project generation bits might be a bit out of date.,24,1,3,3,['Bug']
48256,Data cardinality,21,1,8,4,['Other']
48255,Trying To Resolve Eigen Library For TFLM Visual Studio Build,561,2,4,6,['Other']
48254,rsync error with TFLM github CI,0,1,0,1,['Bug']
48251,Corstone download appears occasionally fail,235,1,4,1,['Other']
48242,Ubuntu Debbian to MacOS Terminal Prompt and TF,21,1,11,5,['Other']
48239,Autograph transformation failure with tensorflow 2.4.1,18,1,4,5,['Other']
48238,tf.meshgrid throws exception when input tensors have different dtypes,7,1,6,4,['Bug']
48237,The new Apple M1 MLcompute Tensorflow2.4 not compatible with Numpy1.20.1 or 1.18.5,0,1,4,2,['Other']
48236,"tensorflow.python.framework.errors_impl.InvalidArgumentError:  Specified a list with shape [32,3] from a tensor with shape [2,3] 	 [[node model/lstm/TensorArrayUnstack/TensorListFromTensor (defined at /PycharmProjects/Latestcodeemma/venv/lib/python3.8/site-packages/kerashypetune/kerashypetune.py:206) ]] [Op:__inference_train_function_10478]",16,1,3,2,['Bug']
48235,Error when loading trained model with tf.keras.models.load_model,20,1,7,5,['Bug']
48234,Broken syntax highlighting on docs that render python notebooks.,6,2,2,3,['Bug']
48230,Reset/Reinitialize model weights/parameters,7,2,9,3,['enhancement']
48229,Multiple retracing when shapes changes ,345,1,5,4,['Bug']
48228,Centernet Mobilenet Keypoint Model Training on custom datasets issue in Keypoints Scores,35,1,10,4,['Other']
48227,Tensorflow-lite: unresolved dependencies during linking,14,2,6,5,['Other']
48226,Mobilenet v3 keras model lack a 7x7 avgpool and cannot get reported performance,21,1,6,3,['Other']
48225,how to obtain the location of input/output when create a new Op?,1,0,1,1,['Other']
48224,How can I find the type of quantization?,0,2,6,3,['Other']
48223,fake_quant_with_min_max_vars  can only get five significant figures instead of six,410,2,12,7,['Other']
48221,tf.linalg.eigh and tf.linalg.eigvalsh errors,22,1,6,5,['Bug']
48220,Model to estimator docs use deprecated code,83,1,3,4,['Bug']
48219,"Add ""input"" label mode to tf.keras.preprocessing.image_dataset_from_directory",253,1,5,2,['enhancement']
48216,slim,14,1,3,3,['Other']
48211,kindly help,14,1,4,3,['Other']
48209,Documentation for Time Distributed Layer,209,1,10,2,"['Bug', 'Documentation']"
48206,transpose op is deleted when i use tf.lite.TFLiteConverter.from_keras_model to convert tflite model.,0,1,5,5,['Bug']
48204,TF2 equivalent of tf.contrib.graph_editor ,667,2,7,5,['enhancement']
48200,There is no Digital Object Identifiers (DOI) to make the code citable for academic references,44,1,13,2,['enhancement']
48199,TFLite ERROR: Attempting to use a delegate that only supports static-sized tensors with a graph that has dynamic-sized tensors.,0,1,4,3,['Bug']
48197,@tf.function in TF2.x,0,1,1,2,['Other']
48196,Getting sub-layer output of a custom layer breaks in a Tensorflow 2.4.1,303,1,7,6,['Bug']
48191,Regenerate Keras Python code based on model.summary() ,6,1,1,2,['enhancement']
48190,High Inference time on warmup state in android  ,24,3,16,5,['Other']
48189,Broken Link in MLIR docs,8,1,1,1,['Bug']
48188,RaggedTensor with irregular shape breaks when yielded from `tf.keras.utils.Sequence`,272,1,9,7,['Bug']
48185,#Question on efficient data input pipeline.,1,1,2,2,['Question']
48183,Minor updates to documentation ,6,1,1,3,"['Bug', 'Documentation', 'Minor']"
48180,Unable to install tensorflow 2.4.1 with python3.8.2 pip,14,1,5,4,['Other']
48179,Converting saved_model to .tflite with empty Signatures Key,40,1,11,3,['Other']
48177,Time Series Prediction Bug,14,1,4,5,['Bug']
48176,FP16 support for grouped convolutions,15,1,3,6,['enhancement']
48175,tensorflow: AutoGraph could not transform data,37,1,13,5,['Bug']
48174,https://www.tensorflow.org/api_docs/python/tf/keras/callbacks/TensorBoard contains broken links,16,1,2,2,['Bug']
48171,tf.cast zeroes out input tensor,322,1,10,5,['Bug']
48166,Prediction from saved Estimator is Tensor with no numpy method,14,1,4,5,['Bug']
48165,Python tensorflow and tensorflow-cpu dependencies,0,1,4,1,['Other']
48162,LoadDataset op uses a bytes string as its name,18,1,4,5,['Bug']
48159,ImportError on Raspberry Pi 4 Model B: cannot import name 'symbol_database' from 'google.protobuf' ,23,1,6,5,['Bug']
48156,Huge code size after compile the TFLM hello world example for ARM,232,2,8,4,['Other']
48155,Filename clashes in /tmp during flatbuffer download,3,1,2,3,['Bug']
48154,Compact Multi-Class Boosted Trees configuration ,0,1,4,4,['Other']
48153,Using GridSearchCV in BoostedTreesClassifier,12,1,4,4,['Other']
48152,TF2 getting tf.keras.metrics.AUC().result() greater than 1 on mirroredStrategy,15,1,6,5,['Other']
48151,"tf. feature_column.input_layer(dataVale, feature_embedding) sometimes gets out of order when processing feature_embedding lists",14,1,4,5,"['enhancement', 'Bug']"
48148,`TFLiteConverter` breaks `SignatureDefs` when used with full integer quantization,28,2,4,5,['Bug']
48146,GPU Profiling: MemoryProfile do not contain memory events.,162,2,15,6,['Bug']
48145,Missing Add* function for Builtin operator FILL,0,1,4,2,['Bug']
48142,tensforflow stucks at the installation,17,1,6,5,['Other']
48140,Global barrier in TensorFlow,0,1,1,3,['enhancement']
48138,"Error: Report to Tensorflow team, ""Input 0 of layer sequential is incompatible with the layer: expected ndim=3, found ndim=2. Full shape received: (1, 60)""",0,1,2,3,['Bug']
48137,Output size same as input size only if strides = 1,150,1,2,2,['Bug']
48136,equations are terribly formatted,322,2,7,2,['Bug']
48135,Removing dependency on full TF,0,1,6,2,['Other']
48129,SparseCategoricalCrossentropy and sparse_categorical_crossentropy are different due to precision loss,360,1,12,6,['Bug']
48128,name parameter not working in tf operations (colab),2,1,4,4,['Other']
48127,Conv2D is 20x slower using mixed_float16 in training process,86,1,9,4,['Other']
48126,tflite model is not running on webcam feed,227,1,11,5,['Other']
48123,Tutorial Redirect for Time Series Forecasting gives 404. ,3,1,1,3,['Bug']
48120,tf.estimator.BoostedTreesEstimator center_bias=True breaks when label dimension > 1,363,1,5,4,['Bug']
48119,tf.estimator.BoostedTreesEstimator returns all zero predictions when using custom loss_fn involving linear loss (zero second derivative),376,1,6,5,['Bug']
48117,OP_REQUIRES failed at conv_ops.cc:1106 : Not found: No algorithm worked!,4,1,11,3,['Other']
48116,TransformedDistribution Documentation is not readable,4,1,3,3,"['Bug', 'Documentation']"
48113,Please help Conda package tensorflow for OSX,410,2,4,3,['Other']
48111,"""Graph is finalized and cannot be modified"" when loading saved Estimator",19,1,6,4,['Bug']
48109,TF 2.4 still depends on GRPCIO v1.32.0,17,1,5,2,['Bug']
48108,Can't load TFLite model on Android/iOS - NODE PAD failed to prepare ,2,1,15,3,['Other']
48106,Call tf.lite.Interpreter.interpreter.invoke() makes program crash,2,1,8,4,"['Critical', 'Bug']"
48103,EfficientNet official VS non-official implementation + Reproducibility ,25,1,4,4,['Bug']
48102,TF2.4 ModelCheckpoint Cant Save Model,14,1,3,4,['Other']
48101,Add a  tf.keras.layers.WeightedAverage,16,1,3,4,['enhancement']
48100,How do you convert mobilenet v3 checkpoints to .h5 file?,6,1,3,1,['Other']
48098,Issue related to goldeneye DOS attack,0,1,5,1,['Other']
48096,GPU device not found (Google colab),0,1,6,4,['Other']
48094,Eagerly calling a Keras Conv2D crashes with `floating point exception`,69,1,5,5,"['Critical', 'Bug']"
48089,windows/subprocess.cc should log the command line for a failing invocations,380,1,4,4,['enhancement']
48085,How to enable Multiple Object Tracking in tflite?,14,1,3,4,['Other']
