Issue Number,Issue Title,Time to Close,Number of Assignees,Number of Comments,Number of Labels,Type of Issue
69441,How can I write my own activation function with cuda C++?,0,0,2,3,['Other']
69440,add python 3.10 support,0,0,2,2,['Other']
69429,"Why max(a, b) != relu(b-a)+a?",0,0,3,0,['Other']
69426,[quantization] Failed to save & reload quantized model,8,1,2,1,['Other']
69418,About the low GPU utilization！,3,0,2,2,['Other']
69417,import torch macos m1 --> ModuleNotFoundError: No module named 'torch',2,0,1,2,['Bug']
69414,"`torch.combinations(tensor, r)` should not fail when r=0",108,0,2,4,['enhancement']
69413,[bug] `parametrize` can't be used together with `swa_utils.AveragedModel`,223,0,2,5,['Bug']
69409,Docs: `torch.cartesian_prod` failed when input tensors have different dtypes,9,0,6,3,['Other']
69389,GHA: Mac test stats are not getting reported when tests fail,10,0,0,2,['Other']
69388,[ONNX] export of F.pad  with boolean pad  fails in constant_pad_nd,302,0,3,3,['Other']
69380,Ensure that the message for disabled tests is printed for disabled tests in CI,112,1,1,3,['Other']
69346,Dynamic output of Upsample causes InstanceNorm2d error in onnx.,192,1,8,3,['Bug']
69345,torchrun rerendezvous with different master addr and port,1,0,2,1,['Other']
69339,"`CrossEntropyLoss` doesn't work using all of `weight`, `label_smoothing`, and ignoring indices",5,0,5,3,['Critical']
69322,First and second derivatives for `nn.functional.fractional_max_pool2d` and `nn.functional.fractional_max_pool3d` are implemented incorrectly,21,0,2,5,['Other']
69307,torch.max/torch.min in Fx quantization might have a tuple ouput,53,1,2,3,['Other']
69305,Update conda `build_pytorch.sh` script and add conda binaries,3,0,0,2,['Other']
69302,PyTorch CUDA-11.5 readiness,157,1,2,4,['Other']
69300,Omicron,0,0,0,0,['Other']
69295,Add 11.5 to torchvision CI,83,0,1,3,['Other']
69293,[FR],0,0,2,0,['Other']
69285,"WARNING:root:This caffe2 python run failed to load cuda module:No module named 'caffe2.python.caffe2_pybind11_state_gpu',and AMD hip module:No module named 'caffe2.python.caffe2_pybind11_state_hip'.Will run in CPU only mode.",0,0,0,0,['Other']
69284,"`torch.hub` defaults to `master` branch, crashes if it is `main`",13,0,4,2,['Critical']
69283,how to get required arguments name in forward,0,0,1,0,['Other']
69279,Open source,0,0,1,0,['Other']
69275,skip pytorch errors,0,0,1,0,['Other']
69270,"torch.{h, v, d}split crash when sections = 0",50,0,3,4,['Critical']
69246,[Quant] Extra entries in model state_dict after FixedQParams refactor,1,1,1,1,['Other']
69240,Issues with build from source,0,0,3,2,['Other']
69235,The quantization scripts of TorchVision no longer work using the latest nightly of Core ,8,1,6,2,['Other']
69230,`torch.nn.functional.kl_div` silently ignores wrong inputs,215,0,0,4,['Other']
69223,MacOS test are failing after unrelated revert,1,0,6,5,['Other']
69222,Build of master failed with extra semicolons,146,0,3,2,['Other']
69220,Python3.10 Support,0,0,1,0,['Other']
69217,should I use with torch.no_grad() mode if my loss function needs to compute the gradients,0,0,1,0,['Other']
69214,Parameters of a model after .cuda() will be different objects with those before the call ?,0,0,1,0,['Other']
69209,Runtime Error when multipling complex32 with float32,228,1,6,4,"['Critical', 'Bug']"
69208,layer_norm cuda kernel generates wrong result when either `gamma` or `bias` is missing,0,0,1,2,['Other']
69205,The `extra_repr` of `nn.ZeroPad2d` is not correctly implemented,0,0,1,1,['Other']
69204,How to assign tensor to tensor,0,0,1,0,['Other']
69201,Support for cdist export to ONNX,330,0,3,3,['Other']
69200,warnings.warn('PyTorch is not compiled with NCCL support'）,0,0,1,1,['Other']
69196,Possible bug in torch.nn.init ?,0,0,0,0,['Other']
69190,"subprocess.CalledProcessError: Command '['cmake', '--build', '.', '--target', 'install', '--config', 'Release', '--', '-j', '32']' returned non-zero exit status 2.",0,0,1,0,['Other']
69189,SGD: why not update gradient inplace when using weight decay?,1,0,2,2,['Other']
69187,Distributed tests are having a hard time on mac,0,0,2,3,['Critical']
69168,Run distributed tests with TORCH_CPP_SHOW_STACKTRACES=1,7,0,0,2,['Other']
69100,[v1.10.1] Release Tracker,15,1,12,2,['Other']
69081,Add CUDA 11.5 to install to windows AMI,13,0,0,2,['Other']
69077,Why the `torch.distributions.MultivariateNormal` did not inherited `torch.distributions.ExponentialFamily`? ,21,0,0,2,['Other']
69076,need to check manual_cpp_binding in gen_backend_stubs.py,121,0,5,4,['Other']
69073,Exporting the operator broadcast_tensors to ONNX opset version 12 is not supported,167,1,2,4,['enhancement']
69070,how to compute the real Jacobian matrix using autograd tool,1,0,2,2,['Other']
69068,how to build libtorch without mkl?,0,0,1,2,['Other']
69065,CircleCI MacOS builds are broken,0,0,1,3,['Other']
69047,LTC: Same backend being registered multiple times,56,0,2,3,['Other']
69042,output argument never used in softplus_backward?,30,0,3,3,['Other']
69034,"forward-mode AD: minimum, min, maximum, max formulas are loudly incorrect",128,0,2,4,['Other']
69017,distributed/algorithms/ddp_comm_hooks/test_ddp_hooks and distributed/algorithms/quantization/test_quantization don't run in OSS CI,213,0,0,4,['Other']
69016,CTCLoss value issue,0,0,2,0,['Other']
69014,Print details of why a test has been skipped in CI,116,2,2,5,['enhancement']
69005,Stop Python-3.6 nightly/binary builds,45,1,6,3,['Other']
69003,GLOO/NCCL connection issues [build from source],240,0,3,2,['Other']
68986,Shared Memory with mp.spawn doesn't seem to work,0,0,0,0,['Other']
68985,Graph API crashing when allocating memory,6,0,4,4,['Critical']
68980,Torchscript torch.jit.trace nvrtc: error: failed to open libnvrtc-builtins.so.11.1.,49,0,6,3,['Bug']
68975,RuntimeError: !node->kind().is_aten() && !node->kind().is_prim() && !node->kind().is_attr()INTERNAL ASSERT FAILED,91,0,2,3,['Bug']
68974,RuntimeError: Exporting the operator roll to ONNX opset version 11 is not supported. Please open a bug to request ONNX export support for the missing operator.,77,0,2,3,['Bug']
68973,torch.cuda.set_device documentation misleading,3,0,3,4,['Documentation']
68971,meshgrid index params,1,0,5,1,['Other']
68970,`torch.dsplit` will crash when `sections = 0`,7,0,1,5,"['Critical', 'Bug']"
68964,No AdaptiveAvg2dPool in Libtorch1.3?,2,0,2,3,['Other']
68960,"Add testing workflows for 11.5, Build Nvidia images",2,0,0,0,['Other']
68957,`torch.broadcast_shapes` should not handle shape with negative dimension,96,0,2,3,['Bug']
68956,Add the attr `_last_lr` for the schedular `SequentialLR`.,41,0,0,4,['enhancement']
68943,Couldn't export Python operator _FunctionCorrelation,4,0,2,2,['Other']
68941,Is the trick for hard gumbel_softmax is correct?,0,0,0,0,['Other']
68934,The dim is not checked strictly for a model in GPU,0,0,1,0,['Other']
68928,"[docs] {select, slice, diagonal}_scatter not available in documentation",4,0,1,4,['Documentation']
68918,Support for movedim export to ONNX,196,0,2,4,['enhancement']
68910,Add support for deform_conv2d export to ONNX,83,0,7,3,['enhancement']
68903,`torch.jit.freeze` and `torch::jit::freeze` are inconsistent,103,1,5,1,['Other']
68894,Tensor.copy_ to a slice fails silently,5,0,2,3,['Other']
68876,Two missing header files in package list.,280,1,8,3,['Other']
68875,`unfold` should not raise such error,7,1,2,5,"['Critical', 'Bug']"
68873,MaxUnpool2d docs have a misleading example using `output_size`,9,0,4,3,['Other']
68872,reduction parameter in nn.NLLLoss() depricated?,0,0,2,2,['Other']
68868,Weight gradient computation is incorrect with mkldnn,74,0,6,7,"['Critical', 'Bug']"
68865,pytorch build from souce code third_party <ios-cmake>  error,0,0,0,0,['Other']
68850,DISABLED test_server_process_global_profiler (__main__. TensorPipeRpcTest),6,0,2,4,['Critical']
68849,DISABLED test_RNN_dropout_state (__main__.TestNN),384,0,3,6,['Critical']
68848,DISABLED test_async_function_raise (__main__.TensorPipeRpcTest),6,0,2,4,['Critical']
68847,DISABLED test_variant_consistency_jit_dist_cpu_complex64 (__main__.TestJitCPU),120,0,2,5,['Critical']
68846,DISABLED test_kineto_profiler_api (__main__.TestProfiler),390,0,2,5,['Critical']
68845,DISABLED test_common_errors (__main__.RendezvousEnvTest),6,0,2,4,"['Critical', 'Bug']"
68844,DISABLED test_timeout (__main__.TestDataLoaderPersistentWorkers),385,0,4,5,['Critical']
68833,[DDP] Static graph should print out unused parameters when they are detected. ,246,2,1,5,['Other']
68832,DISABLED test_owner_rref_backward (__main__.TensorPipeRpcTest),7,0,2,4,['Critical']
68831,DISABLED test_fd_sharing (__main__.TestMultiprocessing),385,0,5,5,['Critical']
68820,ChainedScheduler get_last_lr not working,9,1,2,4,['Critical']
68813,torch.kthvalue returns random value when the k is invalid,9,1,1,5,"['Critical', 'Bug']"
68811,pytorch GPU version for Mac,8,1,5,2,['Other']
68805,Recursive update in `ShardedTensor.state_dict` hook is inefficient,20,0,2,1,['Other']
68799,the example of torch.empty_like is torch.empty,1,0,1,3,['Other']
68796,Figure out why sccache is not working for Windows CPU builds,1,0,1,3,['Other']
68760,gradgrad of `nn.functional.prelu` is broken for noncontiguous inputs,402,1,6,6,['Critical']
68747,PyBind11 doesn’t recognize `torch._C.ScriptModule` as `torch::jit::Module`,0,0,5,1,['Other']
68741,torch.cartesian_prod throws warning when running example from docs,25,0,3,2,['Other']
68739,GIL is not released in THPVariable_setitem,64,1,1,5,['Critical']
68735,Cannot use DDP with NCCL backend on A100 GPUs,137,0,24,4,['Critical']
68729,How to specify the backends when running on CPU,0,0,1,0,['Other']
68727,"nn.MaxUnpool{1,2,3}d does not handle the invalid input when running in CUDA",182,1,8,6,"['Critical', 'Bug']"
68724,Exported onnx graph is invalid when using a traced module with Conv and BatchNorm inside a scripted module with If,358,1,2,2,['Other']
68716,DISABLED test_default_store_timeout_nccl (__main__.TimeoutTest),51,0,3,4,['Other']
68702,MultiHeadAttention docs are unnecessarily confusing.,1,0,3,0,['Other']
68700,Typos of documents,1,0,0,3,['Other']
68698,Questions about the inconsistent (slightly different) results obtained from multiple runs of nn.NLLLoss,1,0,3,4,['Question']
68686,the center loss ,2,0,4,0,['Other']
68685,1.10 build error on windows (CUDA 10.2),2,0,3,4,['Bug']
68684,discuss.pytorch.org is down,2,0,1,0,['Other']
68667,Linux + add MAGMA to CI conda,0,0,0,0,['Other']
68646,docker bug,1,0,5,3,['Bug']
68642,Encountered 'internal compiler error: Segmentation fault' when compile pytorch on linux,0,0,10,3,['Bug']
68635,quantization of basic 3D ops missing?,18,0,3,2,['Other']
68634,[Numeric Suite] support for multiple inputs,66,1,2,1,['Other']
68621,Missing operators for SparseCsrCUDA,137,1,19,2,['Other']
68611,torch.cuda.is_available() ---> false,3,0,4,3,['Other']
68598,ONNX Export of LayoutLMv2,362,0,5,3,['Other']
68592,Add support for comparing meta tensors,97,0,8,3,['Other']
68590,sparse COO comparison strategy,97,1,13,3,['Other']
68589,`nn.functional.max_unpool`: shape deductation is not universal -- needs documentation,0,0,1,3,['Documentation']
68585,Encountered ./gen_rules.sh: not found error when compile pytorch on linux.,0,0,2,6,['Bug']
68582,Wrong check in optimize_for_inference,14,0,5,1,['Other']
68581,Quantization test `test_embedding_bag_linear` raises error when looping over three qengines,62,1,3,2,['Bug']
68577,Pytorch 1.9.1 cannot be built against cuda 11.4.2,0,0,2,3,['Other']
68576,"When `num_workers=0`, `prefetch_factor` is enforced to be `2` but this is missing from documentation",364,0,4,3,['Documentation']
68561,Unexpected conversion using .int(),0,0,3,0,['Other']
68558,[docs] SmoothL1Loss to document behavior at beta=0,48,0,1,4,['Other']
68554,torch.ops.aten is very broken internally,0,0,1,3,['Critical']
68548,Change comparison strategy for quantized tensors,55,1,25,2,['Other']
68543,PyTorch CI TTS Tracker,345,0,2,2,['Other']
68541,retry_on_connect_failures decorator appears to no longer work,2,0,3,4,['Other']
68540,Improve documentation about meaning of different qschemes,67,1,1,1,['Documentation']
68539,[DataPipe] Grouper causes perf regression,4,0,0,2,['Other']
68525,Deterministic integer indexing operation fails in indices size check / missing broadcast,13,0,4,4,['Other']
68524,UserWarning: Casting complex values to real discards the imaginary part,0,0,1,0,['Other']
68517,Torch.square(a-b)   != a^2 -2ab + b^2,0,1,2,0,['Other']
68515,Dependent dll library,0,0,1,0,['Other']
68502,[subgraph_rewriter] Subgraph rewriter removes unused argument from graph,252,0,1,2,['Other']
68501,"RuntimeError: falseINTERNAL ASSERT FAILED at ""../aten/src/ATen/MapAllocator.cpp"":300, please report a bug to PyTorch. unable to write to file </torch_85217_8371>",1,0,5,3,"['Bug', 'Critical']"
68482,Documentation for AdamW is wrong,51,0,2,3,['Documentation']
68480,"CI test clang-format failed to run, but shown as success",220,0,1,2,['Other']
68478,[c10d] ProcessGroupNCCL work inconsistent with ProcessGroupGloo,198,0,4,5,['Critical']
68476,ParameterDict should implement `.get` and `.setdefault`,30,0,4,4,['enhancement']
68459,Soft mandatory labeling for release notes ,187,1,24,5,['enhancement']
68425,`torch.where` produces nan in backward pass for differentiable forward pass,251,0,40,4,['Other']
68421,Removal Note in `parametrizations.spectral_norm`,2,1,6,4,['Other']
68418,"Why do I get ""CUDA error: illegal memory access"" instead of ""Cuda error: out of memory""? (at maxpool2d step)",300,0,8,5,"['Critical', 'Bug']"
68414,"I used libtorch train a model,how to convert it to onnx?",0,0,1,2,['Other']
68406,Previous Version out of date,27,0,1,3,['Other']
68392,[subgraph_rewriter] A small bug in subgraph_rewriter,253,0,1,2,['Bug']
68391,DISABLED test_forward_overlap (__main__.TestForwardOverlapWorldSizeTwo),143,1,3,6,['Critical']
68384,ONNX export support for torch.lerp,204,0,3,3,['Other']
68383,CUDA initialization makes DataLoader slower,86,1,6,6,['Critical']
68379,CI: Run tests in parallel on multi-gpu runner,108,0,2,2,['Other']
68362,"Autograd mechanics documentation (grad_fn._saved_self, .save_result)",52,0,2,4,['Documentation']
68327,Spectral Normalization issue.,0,0,1,0,['Other']
68326,Tensor.norm() returns incorrect results with float32 and large CPU tensors,189,0,1,4,['Other']
68322,Quantization: torch._make_per_channel_quantized_tensor doesn't work well,17,0,8,1,['Other']
68321,expected dtype XXX but got dtype XXX,4,0,2,3,['Bug']
68299,test_caching_pinned_memory_multi_gpu: Test has a race condition leading to flakiness,213,0,1,5,['Critical']
68278,quantized linear dynamic should get reduce range from the observer rather than overwritting it in qnnpack/fbgemm,214,1,0,1,['Other']
68270,CI: test cases run in subprocesses cannot be disabled,0,1,0,2,['Critical']
68265,_make_wrapper_subclass's storage_offset arg doesn't work,6,1,2,1,['Other']
68261,CI: Further shard ASAN tests,33,0,0,2,['Other']
68260,Shard mac tests on CI,16,1,0,2,['Other']
68259,Support CUDA 11.5,20,1,0,2,['Other']
68250,FX graph mode quantization broken for torchvision MobileNetV3,104,2,9,1,['Other']
68243,Can we register forward hooks for functional calls?,0,0,1,0,['Other']
68241,[FSDP] Implement a standalone _recursive_wrap that is not dependent on ConfigAutoWrap,54,1,1,3,['Other']
68222,DISABLED test_ddp_profiling_torch_profiler (__main__.TestDistBackendWithSpawn),264,1,6,5,['Critical']
68221,[JIT][C++ Parser] Bug in processing ternary expressions,109,0,3,1,['Bug']
68195,[FX] Canonical retracing procedure breaks for n-ary operator dispatch,74,1,0,1,['Other']
68189,DISABLED test_ddp_profiling_torch_profiler (__main__.TestDistBackendWithSpawn),131,0,2,6,['Critical']
68181,Out of gpu memory error when consolidate_state_dict,1,0,6,0,['Other']
68173,DISABLED test_ddp_sync_bn_training_vs_eval (__main__.TestDistBackendWithSpawn),259,0,19,5,['Critical']
68172,DISABLED test_Conv2d_naive_groups_cuda_float16 (__main__.TestNNDeviceTypeCUDA),193,0,2,6,['Critical']
68171,DISABLED test_nadam (__main__.TestOptim),403,0,23,5,['Critical']
68170,Can’t convert PyTorch model to ONNX: Multiple dynamic inputs needed,74,0,2,3,['Other']
68167,Why there isn't a `set_to_none` option for `zero_grad()` in libtorch?,18,0,1,5,['Other']
68145,Do pytorch 1.10.0 possibly support cuda 10.1?,0,0,2,2,['Other']
68132,Torchlib: Cannot instantiate a float tensor with {floatitem/2.} in constructor,0,0,1,0,['Other']
68125,DISABLED test_addmm_baddbmm_overflow_cuda_float16 (__main__.TestLinalgCUDA),6,0,4,4,['Critical']
68120,_all() takes 2 positional arguments but 4 were given. Occurred when translating all,0,0,1,2,['Other']
68117,`nn.functional.max_pool2d`: JIT shape checks fail in OpInfo tests.,105,1,2,2,['Other']
68116,In-place indexing like tensor.resize_,0,0,1,0,['Other']
68112,Question about wait() for asynchronous collective operations with NCCL,0,0,2,1,['Question']
68086,TorchBench V1 performance signal on 20211106,127,2,20,4,['Other']
68079,"""test_nadam"" is flaky on ROCm",281,0,3,5,['Critical']
68059,conda install does not seem to have files in torch/fx/experimental/fx2trt/passes,1,1,3,2,['Other']
68057,undefined reference to `at::native::DispatchStub` on ppc64le,27,0,7,3,['Other']
68053,[docs] `nn.Transformer` is not possible to be used to implement BERT,198,0,1,3,['Other']
68052,Add the `maximize` flag to all optimizers,330,0,11,3,['enhancement']
68050,Distributions for Symmetric Matrices.,42,0,2,2,['Other']
68048,[1.10.0]Conv2d grad bias gets wrong value for bfloat16 case ,29,0,5,5,['Critical']
68047,Windows Libtorch nightly tests have failed since last Saturday.,0,1,0,3,['Other']
68039,Upgrade macOS and iOS workflows to xcode 12.4+,15,0,1,4,['Other']
68034,1D convolution is broken for mkldnn tensors,6,1,1,7,['Critical']
68003,"Output shape of ONNX exported ""index_select"" function is wrong on pytorch 1.10.0",120,0,7,3,['Other']
68002,error: use of undeclared identifier 'FaultyTensorPipeRpcBackendOptions',2,0,4,3,"['Critical', 'Bug']"
67997,trying to install on jetson xavier NX,0,0,1,0,['Other']
67992,"INTERNAL ASSERT FAILED at ""/opt/conda/conda-bld/pytorch_1634272068185/work/aten/src/ATen/MapAllocator.cpp"":263",7,0,8,2,['Critical']
67991,"""Error1: torch._C._cuda_init() RuntimeError: No CUDA GPUs are available"" ALSO Error2:""NVIDIA-SMI has failed because it couldn't communicate with the NVIDIA driver. Make sure that the latest NVIDIA driver is installed and running.""",0,0,1,0,['Other']
67988,How can I get a Model Comparison Chart?,0,0,2,0,['Other']
67976,Why instance norm doesn't propagate channels last suggest memory format?,91,0,2,2,['Other']
67975,Trivial Bug in some of the torch.distributions.constraints implementations.,0,0,2,2,['Bug']
67974,USE_SYSTEM_PYBIND11 option ignored,357,0,1,3,['Other']
67971,Pytorch doesn't use last GB of GPU memory,1,0,3,3,['Other']
67967,Support for quantized model's function,30,0,5,1,['Other']
67966,1.9.1 Docker image is not available,1,1,4,3,['Other']
67965,how to set the quantized data type in QAT,2,0,1,1,['Other']
67959,Intellectual property owned by me,2,0,1,0,['Other']
67957,The `SequentialLR` Scheduler cannot use `ChainedScheduler`,2,0,1,0,['Other']
67956,Intel OpenFL: RuntimeError: mat1 and mat2 shapes cannot be multiplied (128x512 and 2048x4096),9,0,2,1,['Bug']
67947,`TestCommonCUDA.test_noncontiguous_samples_linalg_pinv_hermitian_cuda_float32` fails when TF32 is enabled,3,0,0,3,['Other']
67938,CMake Error at torch_generated_THCTensorIndex.cu.o.Release.cmake:281,6,0,1,2,['Bug']
67923,Unexpected lack of error when using nn.Linear and cuda,0,0,1,0,['Other']
67919,`torch.gradient` ignores dim argument when checking edge_order ,81,0,1,2,['Other']
67910,`test_softmax_64bit_indexing` requires >20GB CPU memory,32,0,3,4,['Other']
67907,Backwards-incompatible nn.GroupNorm in torch 1.10,0,0,2,3,['Other']
67906,"Dataloader----Why When multiple threads read data, only one thread is activated?",0,0,1,2,['Other']
67905,CUDNN 8.3.0 static library names have changed,111,1,8,5,['Other']
67904,Feature Request: zeros_like() from a dense tensor to a sparse tensor,6,0,0,5,['enhancement']
67903,The ONNX model is incomplete,374,0,4,3,['Other']
67897,Compile from source -> libublas.so undefined reference error,0,0,1,0,['Other']
67896,a syntax error in pytorch/torch/cuda/__init__.py ,3,0,0,1,['Bug']
67892,"[Docs] `torch.nn.Dropout2d` accepts 2D inputs, but it's not listed",178,0,2,3,['Other']
67866,[Cuda Stream/Event] Python API acces to cudaStreamWaitEvent,2,0,4,3,['Other']
67864,"INTERNAL ASSERT FAILED at ""../aten/src/ATen/MapAllocator.cpp"":263",194,0,40,4,['Critical']
67863,Feature Request: label smoothing CE loss for semantic segmentation ,19,0,2,4,['enhancement']
67852,Remove THStorage and THCStorage,25,1,0,3,['Other']
67849,[ONNX] Broken url for ONNX Runtime custom ops,3,0,2,3,['Other']
67848,`Generator` needs to be removed after iteration ends for `Demux` and `Forker`,5,1,1,2,['Other']
67842,Pytorch 1.10.0 missing fft support on android? RuntimeError: fft: ATen not compiled with FFT support,88,0,4,3,['Bug']
67839,nn.Linear / F.linear doesn't check for input shapes and instead throws CUDA OOM,0,0,3,0,['Other']
67831,DataLoader w/ memory pinning doesn't allow returning custom dict objects from custom data collator,78,0,2,3,['Other']
67827,"Can't backward through torch.lobpcg when using ""largest"" kwarg",4,1,1,4,['Other']
67800,forward AD inplace over view silently copies in some cases,1,0,0,2,['Other']
67774,[FX] wrap() statements for called functions not emitted in jupyter notebook environment,0,0,2,1,['Other']
67771,"When the result is negative, // operator behaves differently with a torch.Tensor than with a np.ndarray or a standard python value",1,0,3,2,['Other']
67770,torch.Tensor floor division with negative numbers behaves differently than python's //,0,0,0,0,['Other']
67767,Gradient test `test_fn_grad_linalg_det_singular_cpu_complex128` failing on CPU,232,0,6,4,['Other']
67764,"PyTorch 1.10.0, `distributed/optim/test_zero_redundancy_optimizer` fails on A100",1,0,4,1,['Other']
67763,Feature request: torch.special.gammainc backward pass support,10,0,6,4,['enhancement']
67762,A computer with 4 GPUs has different error.,0,0,1,0,['Other']
67757,How to build libtorch on aarch64 machine?,1,0,1,0,['Other']
67753,Enable profiling optional tensor types in Profiler,127,1,11,2,['Other']
67742,"[torch/elastic] Scale down does not work correctly when agent is killed with SIGINT, SIGTERM",2,1,3,3,['Other']
67724,runHealthCheck in ProcessGroupNCCL constructor causes extra cuda-context ,5,0,4,1,['Other']
67723,DISABLED test_pointwise_op_fastpath__foreach_addcmul_cuda_uint8 (__main__.TestForeachCUDA),415,0,5,5,['Critical']
67720,Alleviate sccache connectivity issues on CI,118,1,5,5,['Other']
67714,Add some profiling ranges to FSDP,213,1,0,4,['Other']
67713,CI: Add timeouts for GHA jobs,2,1,1,3,['Other']
67710,Preserve core dump as artifacts,131,1,1,3,['Other']
67699,Add retries to ecr get-login call: https://github.com/pytorch/pytorch/runs/3948026530,100,0,2,2,['Other']
67696,Warnings being produced when testing optim.,5,0,8,3,['Other']
67693,`test_svd_errors_and_warnings` tests fail on CPU,86,1,5,3,['Bug']
67685,VNNI detection in PyTorch 1.10.0 test suite fails,21,0,0,3,['Other']
67681,PicklingError encountered when using multiple GPUs,3,0,5,2,['Bug']
67678,Type torch::jit::Module converted to torch._C.ScriptModule,12,0,0,1,['Other']
67675,test_cond_cpu tests fail when running with `numpy` compiled against `OpenBLAS 0.3.15`,13,1,1,4,['Other']
67670,[ONNX] torch.flatten for 1D tensor results in wrong ONNX,377,0,2,3,['Other']
67669,[Python-3.10] Not Being Able to install PyTorch,0,0,11,2,['Other']
67660,Gradient tests failing for `max_unpool2d`,184,1,5,7,['Critical']
67658,Gradient tests failing for `max_unpool3d` (`test_fn_grad`),184,1,2,7,['Critical']
67657,Gradient tests failing for `max_unpool1d`,184,1,1,7,['Critical']
67654,CSR to COO conversion,37,0,1,3,['enhancement']
67644,Migrate macOS workflows to GHA,34,1,2,4,['enhancement']
67643,Migrate iOS workflows to GHA,0,1,1,4,['enhancement']
67627,Pytorch AssertionError: Torch not compiled with CUDA enabled [Pytorch],0,0,1,0,['Other']
67626,Get rid of the blocking call in RRefProxy,79,1,1,4,['Other']
67625,"GHA Auto-Scaling outage, ParameterLimitExceeded",0,1,6,2,['Other']
67620,libtorch tensor.to(torch::kCPU) took a lot of time,0,0,1,0,['Other']
67616,[distributed elastic] rendezvous brain split with etcd backend,0,1,39,1,['Other']
67615,[elastic] Keep rank 0 static during the distributed elastic training,0,0,4,1,['Other']
67612,[testing] `gradient` OpInfo tests fail in Python 3.10,31,1,7,3,['Other']
67611,"Convert pytorch to onnx, Unsupported: ONNX export of operator adaptive_avg_pool2d",63,0,3,3,['Other']
67610,LTC execution segfaults with nvfuser backend,114,0,0,3,['Bug']
67608,Query regarding commits being used for CI builds,0,0,1,0,['Other']
67607,DISABLED test_remote_script_udf (__main__.TensorPipeJitRpcTest),0,0,2,4,['Other']
67606,DISABLED test_create_store_single_server (__main__.DistributedUtilTest),0,0,4,2,['Other']
67605,DISABLED test_remote_script_udf (__main__.TensorPipeJitRpcTest),29,0,2,6,['Critical']
67604,DISABLED test_ddp_comparison (__main__.TensorPipeDdpComparisonTest),29,0,4,6,['Critical']
67601,Add optimizer to `ChainedScheduler`,9,0,2,2,['Other']
67600,`torch.distributed.broadcast` silently fails if incorrect group is given,2,0,4,1,['Other']
67596,How to upgrade the NCCL version of pytorch 1.7.1 from 2.7.8 to 2.11.4? ,2,0,1,0,['Other']
67592,RuntimeError: quantile() input tensor is too large,2,0,3,0,['Other']
67591,DISABLED test_create_store_single_server (__main__.DistributedUtilTest),3,0,2,2,['Other']
67581,The connection to the C10d store has failed,0,0,0,1,['Other']
67568,Check if XLA-specific failures marked with `onlyOnCPUAndCUDA` in TestNNDeviceType can be skipped on the XLA side,5,0,3,4,['Other']
67566,Sharing file for init_process_group and init_rpc can potentially cause issues due to destructor of file,342,1,3,3,['Other']
67558,`fwAD.dual_level` and `fwAD.unpack_dual` are both public API but undocumented,129,0,0,3,['Other']
67551,"Using nn.Conv2d with padding=""same"" supports a stride of 2, however it currently fails due to an error message",7,0,3,3,['Bug']
67549,Strange nested exception during wrong call of load_state_dict,84,1,7,4,['Bug']
67547,The connection to the C10d store has failed,3,0,3,2,['Other']
67539,std_mean and var_mean fail test_noncontiguous_samples under ASAN,236,0,1,3,['Other']
67538,DDP Exception ,3,0,11,3,['Other']
67528,During the Build LibTorch-Lite for arm64 Devices,172,0,5,5,['Other']
67527,I could't build from source.,439,1,4,3,['Other']
67523,rsub fails test_noncontiguous_samples,0,0,1,4,['Critical']
67522,sort fails test_noncontiguous_samples,0,0,1,5,['Critical']
67521,tile fails test_noncontiguous_samples,0,0,1,5,['Critical']
67519,repeat fails test_noncontiguous_samples,0,0,1,5,['Critical']
67518,take and put both fail test_noncontiguous_samples,0,0,1,5,['Critical']
67517,torch.norm's inf variant is incorrect when given non-contiguous inputs,207,0,4,5,['Critical']
67516,nn.functional.grid_sample fails test_noncontiguous_samples,0,0,1,5,['Critical']
67514,nn.functional.dropout fails test_noncontiguous_samples,0,0,1,5,['Critical']
67513,linalg.householder_product is incorrect when given non-contiguous inputs,34,1,2,5,['Critical']
67512,linalg.det fails test_noncontiguous_samples,77,1,0,5,['Critical']
67511,Several indexing operations fail test_noncontiguous_samples,0,0,1,5,['Critical']
67510,float_power fails test_noncontiguous_samples,0,0,1,4,['Critical']
67509,Spectral functions fail test_noncontiguous_samples,0,0,1,5,['Critical']
67508,einsum fails test_noncontiguous_samples,0,0,1,5,['Critical']
67507,diag fails test_noncontiguous_samples,0,0,1,5,['Critical']
67506,cov fails test_noncontiguous_samples,0,0,1,4,['Critical']
67505,clamp_scalar fails test_noncontiguous_samples,0,0,1,4,['Critical']
67504,cholesky_inverse fails test_noncontiguous_samples,0,0,1,5,['Critical']
67503,Many reductions and reduction-like operations fail test_noncontiguous_samples,0,0,1,6,['Critical']
67502,addcdiv and addcmul fail test_noncontiguous_samples,0,0,1,5,['Critical']
67488,masked.sum fails test_noncontiguous_samples,0,1,2,5,['Critical']
67487,masked.prod fails test_noncontiguous_samples,0,1,2,5,['Critical']
67486,masked.amin fails test_noncontiguous_samples,0,0,1,5,['Critical']
67485,masked.amax fails test_noncontiguous_samples,0,1,2,5,['Critical']
67479,BatchNorn2D is not different for different input shapes when used with batch_size=1,0,0,1,0,['Other']
67466,Remove TH/THC Storage functions for unused dtypes,3,1,0,3,['Other']
